kode,nama_bahan,air,energi,protein,lemak,kh,serat,abu,kalsium,fosfor,besi,natrium,kalium,tembaga,seng,retinol,b_kar,kar_total,thiamin,riboflavin,niasin,vit_c,gula,kategori,sumber
AO043,Dodol bali,26.5,298.0,3.7,2.1,65.9,0.4,1.8,70.0,76.0,2.5,,,,,0.0,0.0,496.0,0.28,,2.5,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
AO044,Dodol galamai,16.5,348.0,0.4,3.8,76.1,0.5,1.2,41.0,144.0,2.6,38.0,76.0,0.3,2.1,0.0,0.0,0.0,0.03,0.06,1.8,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
AO045,Dodol kedondong,26.4,331.0,1.9,7.6,63.8,1.0,0.4,90.0,55.0,2.3,,,,,0.0,,408.0,0.11,,0.8,5.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
AO046,Dodol manado,26.1,373.0,4.3,16.5,51.9,0.4,1.2,41.0,142.0,2.4,35.0,72.0,0.3,2.1,0.0,0.0,0.0,0.04,0.06,2.1,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
AO047,Emping beras,13.6,403.0,10.6,2.2,85.3,0.2,1.9,11.0,240.0,0.3,1.0,113.0,0.3,2.4,,,0.0,0.0,0.16,,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
AO048,Gemblong,36.2,274.0,1.7,5.4,55.5,2.2,1.2,69.0,55.0,3.3,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
AO049,Gendar goreng,30.4,407.0,6.4,28.2,32.0,0.1,3.0,216.0,62.0,1.6,,,,,0.0,,184.0,0.16,0.0,0.6,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
AO050,Intip goreng,6.5,474.0,7.6,21.6,62.3,1.2,2.0,36.0,64.0,2.5,0.0,38.0,0.05,0.5,,0.0,200.0,0.25,0.03,0.8,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
AO051,Jagung gerontol,61.7,156.0,2.7,1.3,33.3,1.0,0.8,51.0,105.0,1.2,,,,,0.0,,162.0,0.08,0.0,0.0,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
AO052,Jagung titi,9.2,374.0,9.4,2.2,79.1,0.8,0.1,14.0,142.0,2.9,,,9.0,,,,11507.0,0.2,,,,0.0,tidak_diketahui,TKPI 2017 + Komputasi
AO053,Japilus,3.8,500.0,1.2,25.1,67.3,0.4,2.7,186.0,29.0,4.9,,,,,0.0,,0.0,0.17,0.03,0.4,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
AO054,Kakicak,43.9,296.0,3.4,15.1,36.7,,0.9,,,,,,,,,,,,,,,0.0,tidak_diketahui,TKPI 2017 + Komputasi
AO055,Kambose,61.5,164.0,3.0,2.4,32.6,4.3,0.7,16.0,36.0,0.7,0.0,32.0,0.1,1.6,0.0,256.0,,0.1,0.1,0.4,,0.0,tidak_diketahui,TKPI 2017 + Komputasi
AO056,Kapusa,63.5,158.0,4.4,3.2,27.8,5.3,1.0,79.0,115.0,1.2,104.0,149.0,0.5,1.1,0.0,1374.0,,0.06,0.05,0.1,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
AO057,Keddo bodong,33.9,290.0,4.6,5.7,55.2,,0.6,,,,,,,,,,,,,,,0.0,tidak_diketahui,TKPI 2017 + Komputasi
AO058,"Kelepon, kue",49.6,215.0,3.7,3.7,41.8,1.0,1.2,232.0,45.0,3.3,,,,,0.0,,872.0,0.09,0.07,0.2,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
AO059,Kereput,3.5,580.0,4.8,39.6,51.1,,1.0,,,,,,,,,,,,,,,0.0,tidak_diketahui,TKPI 2017 + Komputasi
AO060,Ketoprak,69.1,153.0,7.9,7.7,13.0,2.9,2.6,153.0,134.0,3.4,,,,,3.0,,435.0,0.05,,,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
AO061,Ketupat kandangan,78.5,109.0,2.2,5.2,13.4,,0.7,,,,,,,,,,,,,,,0.0,tidak_diketahui,TKPI 2017 + Komputasi
AO062,Koya,13.2,366.0,4.2,4.3,77.5,0.8,0.8,153.0,222.0,7.0,,,,,0.0,,,,,,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
AO063,Koya mirasa,7.2,370.0,8.0,1.0,82.2,0.4,1.6,83.0,110.0,,,,,,3.0,,144.0,0.19,0.45,2.6,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
AO064,Koyabu,44.2,241.0,3.4,4.3,47.2,,0.9,,,,,,,,,,,,,,,0.0,tidak_diketahui,TKPI 2017 + Komputasi
AO065,Kue ali,12.8,440.0,3.8,18.5,64.5,0.3,0.4,27.0,47.0,2.5,,,,,0.0,,0.0,0.13,0.09,0.0,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
AO066,Kue bangen,5.6,442.0,3.3,14.7,74.2,,2.2,,,,,,,,,,,,,,,0.0,tidak_diketahui,TKPI 2017 + Komputasi
AO067,Kue gelang,7.1,448.0,5.8,16.1,70.0,,1.0,,,,,,,,,,,,,,,0.0,tidak_diketahui,TKPI 2017 + Komputasi
AO068,Kue jahe,3.7,425.0,1.6,8.8,84.6,1.2,1.3,155.0,61.0,4.0,,,,,,,0.0,0.2,,,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
AO069,Kue kelapa,3.3,591.0,5.6,42.1,47.5,,1.5,32.0,180.0,1.6,33.0,443.0,0.5,1.1,,,,,,,,0.0,tidak_diketahui,TKPI 2017 + Komputasi
AO070,Kue koa,14.5,340.0,4.8,0.4,79.3,,1.0,,,,,,,,,,,,,,,0.0,tidak_diketahui,TKPI 2017 + Komputasi
AO071,Kue ku temu,46.2,214.0,3.5,0.2,49.6,,0.5,,,,,,,,,,,,,,,0.0,tidak_diketahui,TKPI 2017 + Komputasi
AO072,Kue lumpur,40.1,291.0,3.6,11.1,44.1,,1.1,96.0,60.0,2.3,,,,,20.0,,400.0,0.24,,,,0.0,tidak_diketahui,TKPI 2017 + Komputasi
AO073,Kue pelita,71.0,141.0,5.3,5.5,17.6,,0.6,,,,,,,,,,,,,,,0.0,tidak_diketahui,TKPI 2017 + Komputasi
AO074,Kue putu cangkir,32.6,304.0,5.3,7.0,54.9,0.9,0.2,18.0,193.0,4.0,,,,,0.0,,0.0,0.06,,,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
AO075,Kue sus,56.6,221.0,7.5,10.2,24.8,,0.9,105.0,85.0,2.5,,,,,26.0,,1300.0,0.12,,,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
AO076,Kue thipan,43.0,247.0,2.9,4.2,49.5,,0.4,16.0,107.0,1.8,95.0,56.0,1.3,0.8,,,,0.17,,,,0.0,tidak_diketahui,TKPI 2017 + Komputasi
AO077,Laksa/Putu mayang,73.2,121.0,1.7,3.4,21.1,,0.6,,,,,,,,,,,,,,,0.0,tidak_diketahui,TKPI 2017 + Komputasi
AO078,Lapis legit,21.3,389.0,6.6,15.7,55.5,0.5,0.9,16.0,136.0,1.9,,,,,41.0,,1032.0,0.26,0.09,3.0,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
AO079,Lupis ketan,61.0,164.0,1.8,2.1,34.5,0.7,0.6,119.0,31.0,1.5,,,,,0.0,,0.0,0.09,0.0,0.2,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
AO080,Manan samin,27.1,379.0,3.4,18.1,50.6,,0.8,,,,,,,,,,,,,,,0.0,tidak_diketahui,TKPI 2017 + Komputasi
AO081,Martabak india,65.8,153.0,4.5,4.2,24.3,,1.2,14.0,108.0,2.4,240.0,112.0,0.4,0.5,,,,,,,,0.0,tidak_diketahui,TKPI 2017 + Komputasi
AO082,Martabak mesir,40.2,278.0,5.1,8.6,45.0,,1.1,49.0,168.0,3.4,193.0,123.0,0.2,0.9,,,,,,,,0.0,tidak_diketahui,TKPI 2017 + Komputasi
AO083,Masekat,15.6,369.0,2.1,7.0,74.1,4.0,0.8,17.0,52.0,0.8,141.0,12.0,0.4,0.3,155.0,,,,,,,0.0,tidak_diketahui,TKPI 2017 + Komputasi
AO084,Mie aceh rebus,74.6,113.0,3.0,3.2,18.1,,1.1,22.0,44.0,1.4,191.0,36.0,0.2,0.3,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
AO085,Mie ayam,78.6,102.0,6.2,3.9,10.5,,0.8,262.0,51.0,1.8,279.0,,,,39.0,,166.0,0.85,,0.0,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
AO086,Mie bakso,74.5,114.0,5.3,3.0,16.4,0.1,0.8,286.0,53.0,1.9,760.0,,,,17.0,,180.0,0.16,,,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
AO087,Mie celon,75.9,102.0,3.0,2.1,17.8,,1.2,12.0,84.0,1.4,451.0,112.0,0.1,0.5,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
AO088,Mie pangsit basah,79.2,105.0,5.9,4.9,9.4,,0.7,208.0,48.0,2.0,530.0,,,,25.0,,620.0,0.46,,,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
AO089,Nasi gemuk,61.4,192.0,3.8,8.8,24.4,0.7,1.6,15.0,74.0,1.0,355.0,63.0,0.2,1.4,0.0,0.0,,0.19,0.05,2.0,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
AO090,Nasi gurih,60.5,190.0,4.7,7.5,26.0,0.7,1.3,12.0,62.0,0.8,296.0,52.0,0.2,1.2,0.0,0.0,,0.11,0.06,2.1,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
AO091,Nasi minyak,53.3,207.0,3.5,5.0,37.1,0.8,1.1,26.0,100.0,1.5,74.0,174.0,0.2,2.2,0.0,0.0,,0.14,0.07,2.6,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
AO092,Nasi rames,65.8,155.0,10.3,4.2,19.1,,0.6,239.0,62.0,1.8,265.0,,,,96.0,,3140.0,0.59,0.0,,,0.0,tidak_diketahui,TKPI 2017 + Komputasi
AO093,Nopia spesial,11.5,387.0,5.3,7.6,74.3,0.3,1.3,903.0,133.0,4.2,,,,,,,512.0,0.17,,,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
AO094,Onde-onde,27.7,336.0,4.0,9.8,57.9,,0.6,,,,,,,,,,,,,,,0.0,tidak_diketahui,TKPI 2017 + Komputasi
AO095,Padamaran,67.6,171.0,3.9,8.9,18.8,,0.8,,,,,,,,,,,,,,,0.0,tidak_diketahui,TKPI 2017 + Komputasi
AO096,Pastel,38.3,307.0,4.5,13.3,42.4,,1.5,296.0,53.0,2.5,,,,,0.0,,5360.0,0.15,,,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
AO097,Pulut,49.1,216.0,2.6,3.1,44.4,,0.8,6.0,70.0,3.8,100.0,22.0,0.4,1.3,0.0,0.0,,0.14,,,,0.0,tidak_diketahui,TKPI 2017 + Komputasi
AO098,Pundut nasi,77.8,104.0,1.9,4.1,15.1,0.4,1.1,26.0,100.0,1.5,74.0,174.0,0.0,0.0,,,,,,,,0.0,tidak_diketahui,TKPI 2017 + Komputasi
AO099,Putri hijau,54.8,189.0,5.4,2.1,37.2,,0.5,,,,,,,,,,,,,,,0.0,tidak_diketahui,TKPI 2017 + Komputasi
AO100,Putri selat,66.6,163.0,2.2,6.5,23.8,,0.9,72.0,3.0,4.0,6.0,68.0,,,0.0,0.0,,,,,,0.0,tidak_diketahui,TKPI 2017 + Komputasi
AO101,Putu sopa,50.7,215.0,3.3,4.1,41.1,,0.8,,,,,,,,,,,,,,,0.0,tidak_diketahui,TKPI 2017 + Komputasi
AO102,Renggi goreng,8.8,471.0,4.7,21.8,64.1,6.4,0.6,4.0,80.0,1.1,126.0,29.0,0.9,1.3,0.0,0.0,0.0,0.53,0.05,8.2,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
AO103,Roti boong,34.0,341.0,5.5,16.2,43.3,,1.0,15.0,65.0,1.1,161.0,41.0,,0.9,,,,0.4,0.3,2.4,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
AO104,"Roti warna sawo
matang",40.0,249.0,7.9,1.5,49.7,,0.9,20.0,140.0,2.5,500.0,91.0,,,0.0,0.0,0.0,0.15,,,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
AO105,Sarimuka,61.5,166.0,2.3,2.8,32.9,,0.5,36.0,13.0,2.0,3.0,34.0,0.0,0.0,,,,,,,,0.0,tidak_diketahui,TKPI 2017 + Komputasi
AO106,Spaghetti,66.1,139.0,7.4,2.1,22.6,,2.1,109.0,53.0,4.7,,,,,42.0,,940.0,0.35,,,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
AO107,Srikaya ketan,41.0,265.0,2.7,6.4,49.1,,0.8,,,,,,,,,,,,,,,0.0,tidak_diketahui,TKPI 2017 + Komputasi
AO108,Sunduk lawang,63.4,181.0,1.9,1.3,32.4,,1.0,,,,,,,,,,,,,,,0.0,tidak_diketahui,TKPI 2017 + Komputasi
AO109,Suwir-suwir,13.4,347.0,0.5,0.9,84.2,0.8,1.0,42.0,40.0,4.3,,,,,1.0,,240.0,0.13,,0.9,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
AO110,Tipa-tipa,11.3,355.0,6.2,1.2,79.8,1.3,1.5,17.0,328.0,1.6,,,,,0.0,0.0,0.0,0.26,0.04,1.5,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
AO111,Wajit camilan,27.1,303.0,6.3,2.7,63.3,6.9,0.6,61.0,302.0,5.5,,,,,0.0,,0.0,0.03,,,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
AO112,Widaran,7.0,424.0,1.3,10.7,80.7,0.2,0.3,49.0,88.0,2.5,,,,,21.0,,440.0,0.13,0.2,2.2,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
AO113,Wingko babat,29.7,355.0,3.2,15.1,51.4,2.4,0.7,47.0,63.0,1.1,,,,,0.0,,0.0,0.08,0.08,0.0,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
AO114,Yangko,37.4,254.0,3.0,1.1,58.1,0.8,0.4,184.0,24.0,2.6,,,,,0.0,,96.0,0.15,,0.0,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
BM001,"Arrowroot, segar",73.5,102.0,1.0,0.2,24.1,1.7,1.2,28.0,35.0,1.7,36.0,626.6,0.2,0.8,0.0,15.0,0.0,0.06,0.1,2.3,2.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
BM002,"Batatas gembili, segar",76.7,76.0,1.1,0.9,16.0,4.2,0.7,0.0,40.0,0.2,10.0,200.0,0.2,0.3,0.0,0.0,0.0,0.06,0.0,0.9,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
BM003,"Batatas kelapa, ubi,
segar",76.1,89.0,1.1,0.1,21.0,4.0,0.7,0.0,40.0,0.2,20.0,340.0,0.1,0.2,0.0,0.0,0.0,0.38,0.0,0.9,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
BM004,"Belitung, talas, segar",63.1,145.0,1.2,0.4,34.2,1.5,1.1,26.0,54.0,1.4,6.0,536.1,0.2,0.9,0.0,0.0,0.0,0.1,0.1,2.3,2.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
BM005,"Bengkuang, segar",85.1,59.0,1.4,0.2,12.8,1.0,0.5,15.0,18.0,0.6,2.0,244.3,0.1,0.3,,0.0,,0.04,0.1,0.2,20.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
BM006,"Bentul (Komba), talas,
segar",75.8,98.0,1.6,0.7,20.9,0.7,1.8,44.0,66.0,1.5,,195.5,0.2,0.6,0.0,0.0,0.0,0.02,0.1,0.8,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
BM007,"Gadeng/Gadung,
kering",20.2,322.0,2.4,0.6,76.6,,0.2,39.0,22.0,2.2,5.0,2.0,0.5,0.2,0.0,0.0,0.0,0.45,0.02,1.0,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
BM008,"Gadung, ubi, segar",74.4,100.0,0.9,0.3,23.5,2.1,0.9,79.0,66.0,0.9,8.0,687.2,0.2,0.2,0.0,0.0,0.0,0.23,0.0,0.5,2.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
BM009,"Ganyong, segar",79.9,77.0,0.6,0.2,18.4,0.8,0.9,15.0,67.0,1.0,,,,,0.0,0.0,0.0,0.1,,,9.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
BM010,"Gembili, ubi, segar",66.4,131.0,1.1,0.2,31.3,1.1,1.0,14.0,56.0,0.6,10.0,200.0,0.2,0.3,0.0,0.0,0.0,0.08,0.0,0.9,4.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
BM011,"Hofa/Ubi hutan, segar",67.9,127.0,1.2,0.5,29.5,3.4,0.9,30.0,8.0,0.7,3.0,4.0,0.1,0.2,0.0,0.0,0.0,0.3,0.05,0.6,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
BM012,"Kaburan, ubi, segar",66.5,133.0,1.0,0.2,32.2,0.7,0.5,65.0,50.0,0.6,10.0,899.2,0.2,0.2,0.0,0.0,0.0,0.01,0.0,0.3,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
BM013,"Kentang, segar",83.4,62.0,2.1,0.2,13.5,0.5,0.8,63.0,58.0,0.7,7.0,396.0,0.4,0.3,0.0,0.0,0.0,0.09,0.1,1.0,21.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
BM014,"Kentang hitam, segar",64.0,142.0,0.9,0.4,33.7,5.4,1.0,34.0,75.0,0.2,22.0,890.3,0.9,0.6,,0.0,,0.02,0.1,2.2,38.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
BM015,"Keribang, ubi, segar",67.0,137.0,1.3,1.1,29.8,0.6,0.8,45.0,56.0,0.8,10.0,885.8,0.2,0.3,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
BM016,"Ketela pohon/
singkong, segar",61.4,154.0,1.0,0.3,36.8,0.9,0.5,77.0,24.0,1.1,2.0,394.0,0.3,0.4,0.0,0.0,0.0,0.06,0.1,0.5,31.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
BM017,Lepok/Ubi rumput,55.3,181.0,2.8,1.2,39.8,10.7,0.9,7.0,50.0,3.1,116.0,306.0,1.6,0.9,0.0,0.0,0.0,0.28,0.05,1.5,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
BM018,"Sagu aren, kering",11.9,355.0,0.6,1.1,85.6,0.3,0.8,91.0,167.0,2.2,2.0,200.0,0.0,0.3,,,0.0,0.04,0.1,0.5,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
BM019,"Sagu aren, segar",42.5,231.0,0.6,0.2,56.6,3.2,0.1,20.0,20.0,0.1,7.0,0.0,0.1,0.1,0.0,,0.0,0.2,0.0,0.0,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
BM020,Sagu kasbi segar,42.5,230.0,0.6,0.2,56.5,3.0,0.2,20.0,1.0,0.3,100.0,410.0,0.1,0.2,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
BM021,Sagu lempeng,13.5,347.0,0.9,0.3,85.2,4.7,0.1,30.0,30.0,0.2,11.0,0.0,0.1,0.1,0.0,0.0,,0.3,0.0,0.0,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
BM022,"Sagu singkong, kering",12.0,362.0,0.5,0.3,86.9,,0.3,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,,,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
BM023,"Sente, talas, segar",14.0,353.0,0.7,0.2,84.7,6.6,0.4,11.0,13.0,1.5,30.0,694.6,0.6,2.2,,41.0,,0.05,0.2,2.8,5.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
BM024,"Suweg, talas, segar",80.1,74.0,1.4,0.1,17.2,1.4,1.2,42.0,46.0,1.3,7.0,400.0,0.1,0.1,0.0,24.0,254.0,0.04,0.0,0.4,2.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
BM025,"Talas bogor, segar",72.4,108.0,1.4,0.4,25.0,0.9,0.8,47.0,67.0,0.7,10.0,448.0,0.2,0.7,0.0,0.0,0.0,0.06,0.07,1.0,4.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
BM026,"Talas pontianak, segar",60.0,163.0,2.3,0.5,36.4,0.7,0.9,45.0,80.0,1.7,14.0,323.1,0.3,1.0,0.0,0.0,0.0,0.02,0.1,1.3,,0.0,tidak_diketahui,TKPI 2017 + Komputasi
BM027,"Talas viqueque, segar",70.6,115.0,1.8,0.5,25.9,8.6,1.2,50.0,220.0,0.9,1.0,70.0,0.3,1.0,0.0,0.0,0.0,0.08,0.1,0.9,,0.0,tidak_diketahui,TKPI 2017 + Komputasi
BM028,"Ubi jalar, kuning, segar",72.6,119.0,0.5,0.4,25.1,4.2,1.0,30.0,40.0,0.4,3.0,1.0,0.1,0.2,0.0,794.0,4948.0,0.06,0.07,0.7,21.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
BM029,"Ubi jalar manis, segar",78.4,83.0,1.5,0.2,18.8,0.6,1.1,27.0,162.0,2.1,52.0,320.7,0.1,0.3,0.0,0.0,0.0,0.02,0.0,0.4,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
BM030,"Ubi jalar merah, segar",61.9,151.0,1.6,0.3,35.4,0.7,0.6,29.0,74.0,0.7,92.0,565.6,0.3,0.5,0.0,0.0,1208.0,0.13,0.08,0.7,11.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
BM031,"Ubi jalar putih, segar",77.8,88.0,0.4,0.4,20.6,4.0,0.8,30.0,10.0,0.5,2.0,4.0,0.1,0.2,0.0,13.0,264.0,0.25,0.06,0.5,36.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
BM032,"Ubi jalar tinta/
kemayung",72.5,108.0,0.5,0.4,25.6,4.2,1.0,30.0,40.0,0.5,1.0,1.0,0.1,0.2,0.0,13.0,0.0,0.09,0.06,0.6,24.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
BM033,"Umbi Uwi, segar",69.7,120.0,2.8,0.5,82.3,2.6,0.9,9.0,42.0,1.3,12.0,412.0,0.3,0.6,,0.0,0.0,0.02,0.5,0.2,4.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
BO001,"Batatas kelapa, ubi,
bakar",73.2,110.0,1.4,1.1,23.4,4.5,0.7,1.0,46.0,0.2,12.0,230.0,0.2,0.3,0.0,0.0,0.0,1.13,0.0,0.0,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
BO002,"Batatas kelapa, ubi,
kukus",75.7,92.0,1.2,0.3,21.0,4.1,1.8,0.0,42.0,0.2,10.0,209.0,0.2,0.3,0.0,0.0,0.0,0.28,0.0,0.7,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
BO003,"Batatas tali, ubi, rebus",53.2,182.0,2.4,0.4,42.2,9.2,1.8,1.0,80.0,0.3,20.0,402.0,0.3,0.6,0.0,0.0,0.0,0.27,0.0,1.3,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
BO004,"Belitung, talas, kukus",63.1,145.0,1.2,0.4,34.2,1.0,1.1,21.0,48.0,0.9,7.0,552.6,0.2,0.9,0.0,0.0,0.0,0.08,0.1,2.3,1.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
BO005,"Bentul, talas, kukus",81.1,71.0,2.3,0.3,15.4,0.5,0.9,29.0,26.0,0.6,,201.0,0.2,0.6,0.0,0.0,0.0,0.06,0.0,0.0,21.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
BO006,"Gadung, ubi, kukus",77.4,88.0,0.6,0.3,20.9,0.9,0.8,26.0,47.0,0.4,6.0,584.0,0.2,0.2,0.0,0.0,0.0,0.03,0.0,0.4,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
BO007,"Ganyong, rebus",74.1,100.0,0.8,0.2,23.8,0.9,1.1,15.0,65.0,0.9,,,,,0.0,0.0,0.0,0.04,,,6.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
BO008,"Ketela pohon/
singkong kukus",61.5,153.0,1.2,0.3,36.4,1.3,0.6,56.0,22.0,0.4,2.0,345.3,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.3,20.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
BO009,"Suweg, talas, kukus",75.5,93.0,1.5,0.1,21.9,0.9,1.0,50.0,58.0,0.8,6.0,350.3,0.1,0.1,0.0,0.0,283.0,0.09,0.0,0.3,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
BO010,"Talas bogor, kukus",69.2,120.0,1.5,0.3,28.2,0.7,0.8,31.0,63.0,0.7,11.0,498.0,0.2,0.6,0.0,0.0,0.0,0.05,0.6,0.8,2.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
BO011,"Ubi jalar, kuning,
kukus",74.2,100.0,0.7,0.3,23.8,1.0,1.0,44.0,46.0,0.4,3.0,0.8,0.1,0.2,0.0,819.0,4427.0,0.0,0.1,0.6,16.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
BO012,"Ubi jalar tinta/
kemayung kukus",58.5,165.0,0.9,0.2,39.8,1.1,0.6,20.0,23.0,0.8,1.0,0.9,0.1,0.2,0.0,0.0,0.0,0.02,0.1,0.5,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
BO013,Bagea kelapa asin,3.5,450.0,3.2,13.9,78.1,,1.3,38.0,38.0,0.3,74.0,0.0,0.2,0.2,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
BO014,Bagea kelapa manis,3.0,452.0,1.3,13.8,80.6,,1.3,38.0,39.0,0.3,75.0,0.0,0.2,0.2,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
BO015,Bagea kenari asin,2.8,529.0,3.2,29.1,63.6,,1.3,38.0,40.0,0.4,74.0,0.0,0.2,0.2,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
BO016,Bagea kenari manis,3.1,523.0,3.2,28.2,64.2,,1.3,38.0,39.0,0.3,74.0,0.0,0.2,0.2,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
BO017,Bagea kw 1,7.2,416.0,6.5,9.4,76.3,0.4,0.6,49.0,77.0,4.9,,,,,13.0,,312.0,0.08,,2.6,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
BO018,Bagea kw 2,7.9,382.0,0.3,3.5,87.2,0.9,1.1,172.0,120.0,7.6,,,,,0.0,0.0,0.0,0.02,,,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
BO019,Beras Cerdas,11.3,350.0,2.7,1.1,82.3,6.2,2.6,28.0,351.0,2.9,358.0,568.0,0.2,0.9,,0.0,0.0,0.02,0.2,0.3,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
